Name,Class,Reg. No,Age
David,II M.Sc(M),42148,26
David,II M.Tech,59739,30
Bob,II M.Sc(M),73474,26
David,I M.Sc(M),25373,25
Alice,II M.Sc(M),50989,29
Charlie,B.Sc(Hons),42581,25
David,B.Sc(Hons),13706,27
Alice,B.Sc(Hons),82097,22
Charlie,I M.Tech,19903,30
Charlie,I M.Tech,35270,22
Bob,B.Sc(Hons),63934,25
Bob,B.Sc(Hons),39443,23
Eva,II M.Sc(M),88417,20
David,B.Sc(Hons),93437,27
Eva,II M.Tech,81910,23
Alice,I M.Tech,20458,20
Eva,B.Sc(Hons),77882,25
Eva,II M.Sc(M),83912,23
Charlie,I M.Tech,8842,29
Eva,B.Sc(Hons),32497,20
Charlie,I M.Sc(M),22420,21
David,II M.Sc(M),14481,24
Alice,II M.Sc(M),23017,29
David,I M.Tech,78713,26
Eva,II M.Sc(M),6608,28
David,II M.Tech,99407,20
David,I M.Tech,9223,24
Eva,II M.Tech,63578,20
Eva,I M.Tech,97110,28
Charlie,B.Sc(Hons),10303,26
David,II M.Sc(M),73764,26
Charlie,II M.Tech,66516,21
Eva,I M.Tech,89873,27
David,II M.Tech,6572,27
Eva,I M.Sc(M),56435,24
David,II M.Tech,94890,27
Alice,B.Sc(Hons),34070,25
Eva,II M.Sc(M),31886,30
Bob,I M.Tech,48645,28
Bob,I M.Sc(M),16603,20
Bob,II M.Sc(M),8112,22
David,II M.Tech,9588,24
David,II M.Sc(M),16894,28
Bob,II M.Sc(M),74466,29
Bob,I M.Sc(M),30655,28
Charlie,B.Sc(Hons),8166,21
Bob,II M.Sc(M),8370,26
Bob,II M.Tech,56477,27
Bob,B.Sc(Hons),20816,25
Bob,II M.Sc(M),44780,25
Bob,II M.Tech,92639,29
Eva,B.Sc(Hons),22000,22
Bob,II M.Tech,97862,21
Bob,I M.Tech,27420,28
Eva,B.Sc(Hons),23283,26
David,I M.Tech,25754,27
Bob,I M.Sc(M),7753,28
Alice,II M.Tech,64818,24
Bob,I M.Sc(M),95107,21
David,I M.Sc(M),33435,24
Charlie,I M.Sc(M),43220,26
Eva,II M.Tech,62294,30
Bob,B.Sc(Hons),10855,25
Alice,I M.Tech,89045,23
Bob,I M.Tech,84410,25
David,II M.Tech,30722,21
David,II M.Tech,56403,25
Bob,B.Sc(Hons),69363,27
Alice,II M.Tech,34865,25
Eva,I M.Tech,37846,27
Eva,B.Sc(Hons),87087,29
Charlie,I M.Sc(M),81113,25
David,I M.Tech,61655,21
Alice,II M.Sc(M),34471,25
Charlie,II M.Sc(M),27406,23
Eva,II M.Tech,22619,21
Alice,B.Sc(Hons),29396,24
Charlie,II M.Sc(M),32325,26
Alice,I M.Sc(M),50256,22
Eva,II M.Tech,84414,20
Eva,II M.Tech,63934,21
David,II M.Sc(M),16628,30
Alice,II M.Tech,10224,22
Charlie,I M.Sc(M),63817,25
Charlie,II M.Sc(M),87308,22
Charlie,II M.Tech,14153,28
Eva,II M.Sc(M),19261,25
Alice,II M.Tech,44669,28
Bob,II M.Tech,9700,25
Alice,B.Sc(Hons),13768,29
Bob,I M.Sc(M),86316,26
Alice,II M.Sc(M),48231,21
Bob,I M.Tech,44012,26
Alice,B.Sc(Hons),11588,20
Charlie,I M.Sc(M),3026,25
David,I M.Sc(M),14800,29
Bob,B.Sc(Hons),88608,26
Charlie,B.Sc(Hons),79879,24
Charlie,II M.Tech,29755,28
Alice,II M.Tech,59553,25
Charlie,I M.Tech,23524,29
Eva,B.Sc(Hons),36146,23
Alice,B.Sc(Hons),5606,22
Eva,II M.Sc(M),50911,21
David,B.Sc(Hons),91996,21
David,I M.Sc(M),93692,21
Charlie,II M.Sc(M),49335,27
Alice,II M.Tech,13239,21
Alice,I M.Sc(M),15636,29
Eva,I M.Sc(M),92552,26
Eva,II M.Sc(M),69344,30
Bob,I M.Sc(M),51733,30
David,I M.Sc(M),16189,23
David,II M.Tech,59406,30
David,I M.Tech,26155,28
Bob,I M.Tech,96510,30
Charlie,I M.Tech,86050,23
Charlie,B.Sc(Hons),81744,23
Eva,II M.Tech,7872,21
Bob,II M.Tech,23276,29
Alice,B.Sc(Hons),61464,22
David,B.Sc(Hons),76423,28
Alice,B.Sc(Hons),78017,28
David,I M.Sc(M),84902,25
Eva,I M.Sc(M),95732,23
David,B.Sc(Hons),92959,23
David,II M.Sc(M),16334,26
Charlie,B.Sc(Hons),99432,21
David,II M.Sc(M),90737,23
Bob,B.Sc(Hons),30129,26
Eva,I M.Sc(M),18783,29
Charlie,I M.Tech,49157,24
Eva,I M.Tech,81347,23
Eva,B.Sc(Hons),46856,27
Bob,I M.Sc(M),82546,28
Eva,B.Sc(Hons),20498,21
Eva,II M.Tech,1939,29
David,I M.Tech,34797,26
Alice,I M.Tech,75106,25
Bob,I M.Sc(M),83017,29
Eva,II M.Sc(M),14989,28
David,I M.Tech,73746,23
Alice,B.Sc(Hons),14536,25
Eva,I M.Sc(M),31463,22
Alice,II M.Tech,71401,21
Charlie,II M.Sc(M),6059,30
Alice,B.Sc(Hons),16298,30
Eva,I M.Tech,18073,30
Alice,B.Sc(Hons),15291,24
Eva,B.Sc(Hons),14330,29
Alice,I M.Sc(M),85367,22
Alice,I M.Sc(M),11346,26
Alice,B.Sc(Hons),55869,28
Charlie,I M.Sc(M),1193,21
Bob,B.Sc(Hons),29099,27
Bob,II M.Sc(M),57803,22
Eva,I M.Tech,23996,21
Charlie,B.Sc(Hons),55480,30
Eva,II M.Tech,49985,28
Bob,B.Sc(Hons),32197,22
Alice,B.Sc(Hons),36384,20
David,II M.Sc(M),70570,23
Bob,II M.Sc(M),12885,23
Charlie,II M.Sc(M),87556,25
Eva,II M.Tech,18979,27
Charlie,I M.Tech,81736,20
Eva,I M.Tech,41361,30
Alice,I M.Tech,46649,30
Charlie,II M.Sc(M),92725,21
Alice,I M.Tech,86951,21
David,II M.Sc(M),36871,26
Bob,II M.Tech,80240,27
Alice,I M.Tech,92388,24
Eva,I M.Sc(M),75262,22
Charlie,I M.Tech,53880,28
Bob,I M.Tech,71528,27
Charlie,I M.Sc(M),79662,21
Eva,I M.Tech,73173,26
Charlie,II M.Tech,3749,25
Eva,I M.Tech,58629,23
Eva,B.Sc(Hons),31165,29
Charlie,II M.Tech,24728,24
David,II M.Sc(M),610,20
Eva,II M.Tech,54486,30
Charlie,B.Sc(Hons),13985,23
Alice,II M.Tech,47314,29
Charlie,I M.Sc(M),38068,26
Charlie,B.Sc(Hons),59865,22
Charlie,I M.Sc(M),92345,23
David,I M.Tech,69110,26
Eva,II M.Tech,70040,25
Charlie,II M.Tech,13955,20
Alice,I M.Tech,50260,20
David,I M.Tech,2147,27
Bob,B.Sc(Hons),26611,28
Eva,II M.Tech,15494,30
Eva,I M.Tech,73632,25
David,I M.Sc(M),97527,28
Alice,B.Sc(Hons),94740,20
Alice,I M.Tech,21805,29
Bob,II M.Sc(M),61008,23
Eva,I M.Tech,63438,25
Charlie,II M.Tech,68000,26
Alice,I M.Tech,45457,23
Eva,II M.Sc(M),75785,29
David,I M.Tech,81340,30
Bob,II M.Tech,56042,26
David,II M.Sc(M),85293,30
Alice,I M.Sc(M),6042,24
Eva,II M.Sc(M),99327,22
Bob,I M.Sc(M),62905,29
David,II M.Sc(M),91709,29
Charlie,II M.Tech,21019,20
Charlie,II M.Tech,93314,23
David,I M.Sc(M),92633,27
David,I M.Tech,15292,29
Alice,II M.Sc(M),83802,21
Alice,I M.Tech,29468,21
David,B.Sc(Hons),19696,25
Alice,II M.Sc(M),20583,27
Charlie,II M.Sc(M),14157,25
David,I M.Sc(M),23761,26
Eva,II M.Tech,30398,25
Charlie,B.Sc(Hons),60248,23
Alice,I M.Tech,47878,22
Bob,II M.Sc(M),88569,22
Alice,I M.Tech,27152,28
Alice,II M.Tech,29367,22
Charlie,I M.Tech,47491,20
Charlie,I M.Tech,1305,24
Alice,B.Sc(Hons),94689,20
Alice,B.Sc(Hons),83444,30
Bob,I M.Tech,12704,21
David,B.Sc(Hons),72775,23
Eva,B.Sc(Hons),48807,26
Eva,B.Sc(Hons),6369,21
Eva,II M.Sc(M),80635,25
Alice,I M.Tech,99698,24
David,B.Sc(Hons),66897,26
Charlie,I M.Tech,45461,22
David,B.Sc(Hons),95268,22
Bob,I M.Tech,46382,21
Charlie,I M.Sc(M),75599,26
Charlie,II M.Tech,64992,23
Alice,II M.Sc(M),32650,30
Bob,I M.Tech,2018,26
Charlie,B.Sc(Hons),64132,29
Eva,I M.Sc(M),499,26
David,II M.Sc(M),66610,23
Eva,I M.Sc(M),27966,24
Eva,B.Sc(Hons),52444,28
Bob,I M.Sc(M),29563,26
Charlie,I M.Tech,5770,20
Charlie,I M.Tech,66964,29
Eva,II M.Tech,37593,30
David,B.Sc(Hons),96892,21
Bob,I M.Sc(M),64097,27
Alice,I M.Sc(M),86234,28
David,I M.Sc(M),43470,25
David,B.Sc(Hons),35368,26
David,B.Sc(Hons),9069,24
Alice,II M.Tech,83549,28
David,B.Sc(Hons),59040,23
Eva,I M.Sc(M),67245,23
Alice,II M.Sc(M),77576,26
Charlie,II M.Tech,54911,28
Alice,II M.Tech,1743,29
David,II M.Tech,54361,22
Alice,B.Sc(Hons),2513,21
Eva,I M.Tech,38700,23
Alice,B.Sc(Hons),49046,28
Alice,B.Sc(Hons),19183,28
Eva,I M.Sc(M),26282,30
Alice,I M.Tech,95885,22
David,B.Sc(Hons),1480,30
Eva,I M.Tech,18337,24
David,I M.Tech,15161,25
Alice,B.Sc(Hons),31259,30
Bob,II M.Sc(M),36630,20
Bob,II M.Sc(M),88874,22
Alice,II M.Sc(M),73723,27
Charlie,I M.Tech,26640,30
Bob,II M.Sc(M),24020,29
Eva,I M.Tech,49945,22
Bob,I M.Tech,78174,29
David,I M.Tech,47510,20
Charlie,B.Sc(Hons),29821,30
David,II M.Tech,72422,20
Alice,I M.Sc(M),58064,20
Alice,II M.Sc(M),15361,28
Alice,I M.Sc(M),51838,23
Charlie,I M.Sc(M),33991,29
Eva,B.Sc(Hons),89663,22
Alice,II M.Tech,16750,21
Bob,II M.Tech,87847,23
Bob,I M.Tech,12334,28
Eva,I M.Sc(M),5463,23
Bob,II M.Sc(M),58639,21
Charlie,II M.Sc(M),14294,25
Bob,B.Sc(Hons),59617,28
Charlie,II M.Tech,61814,23
Alice,II M.Tech,63555,27
Charlie,II M.Tech,86884,20
Charlie,I M.Tech,3915,22
Alice,I M.Tech,56712,30
Alice,II M.Tech,81440,28
Eva,II M.Sc(M),67849,26
David,II M.Sc(M),80816,20
David,II M.Sc(M),38844,26
Eva,I M.Sc(M),46757,25
Bob,II M.Tech,79415,27
David,II M.Tech,13788,24
David,II M.Tech,94819,29
Alice,II M.Tech,56716,21
Eva,I M.Tech,45104,28
Charlie,I M.Sc(M),21729,26
Eva,I M.Tech,96870,27
David,B.Sc(Hons),22026,25
Charlie,II M.Tech,97174,30
Alice,B.Sc(Hons),19981,24
Alice,II M.Tech,72839,20
Charlie,I M.Tech,21012,26
Charlie,I M.Tech,26924,30
Bob,II M.Tech,43101,27
Charlie,I M.Tech,40128,24
Bob,II M.Sc(M),46538,27
David,II M.Sc(M),23583,28
Charlie,II M.Tech,83367,21
Eva,I M.Tech,74139,20
Eva,I M.Sc(M),22360,30
Alice,II M.Sc(M),5690,28
Charlie,I M.Sc(M),471,27
Charlie,II M.Sc(M),24843,23
Bob,I M.Tech,93707,26
Eva,I M.Tech,84159,30
Bob,I M.Tech,82740,30
Alice,II M.Sc(M),21996,23
David,II M.Tech,40546,21
David,II M.Sc(M),33286,26
Eva,B.Sc(Hons),46784,23
Bob,II M.Sc(M),45381,27
Charlie,II M.Tech,67990,25
Eva,I M.Tech,47081,23
Alice,B.Sc(Hons),73520,27
Eva,II M.Tech,37048,30
Bob,I M.Tech,63183,22
Charlie,II M.Sc(M),90780,25
Charlie,B.Sc(Hons),33245,26
Eva,II M.Sc(M),55961,30
Alice,II M.Sc(M),78397,22
David,II M.Tech,16096,20
Eva,II M.Sc(M),847,30
Charlie,I M.Tech,98390,25
Charlie,II M.Sc(M),99643,29
Bob,I M.Tech,71892,26
Eva,I M.Sc(M),24383,21
Eva,I M.Tech,20609,28
David,B.Sc(Hons),70064,25
Eva,II M.Tech,60800,26
Eva,B.Sc(Hons),31195,29
David,B.Sc(Hons),16618,26
Charlie,B.Sc(Hons),58241,26
David,II M.Tech,43073,30
Bob,I M.Sc(M),36574,23
Bob,II M.Sc(M),82214,25
Bob,II M.Sc(M),76636,20
David,B.Sc(Hons),128,29
David,I M.Sc(M),91312,23
Bob,I M.Sc(M),97457,30
David,II M.Tech,5019,29
David,I M.Tech,43799,30
David,II M.Tech,28363,23
Bob,II M.Sc(M),23165,29
David,II M.Tech,72617,27
Bob,B.Sc(Hons),53044,21
Alice,II M.Sc(M),31425,29
Alice,I M.Sc(M),37943,20
Charlie,I M.Tech,93234,22
Charlie,I M.Sc(M),7519,22
Bob,I M.Tech,17741,28
David,II M.Tech,79965,25
David,II M.Sc(M),86907,29
Bob,I M.Sc(M),38536,26
Bob,II M.Tech,24373,25
Eva,II M.Sc(M),73166,20
Bob,II M.Sc(M),53393,22
Bob,I M.Sc(M),38401,22
David,B.Sc(Hons),2289,30
Alice,II M.Sc(M),77530,27
Alice,I M.Tech,58208,29
Alice,I M.Tech,48282,25
Alice,I M.Sc(M),70396,26
Bob,II M.Sc(M),73587,20
Charlie,I M.Sc(M),50581,28
Eva,II M.Sc(M),1462,24
Eva,I M.Sc(M),7146,20
David,II M.Tech,1032,24
Eva,II M.Sc(M),16341,23
David,I M.Sc(M),40382,27
Bob,I M.Tech,15135,24
Charlie,II M.Sc(M),79825,21
Bob,II M.Tech,81300,24
Bob,B.Sc(Hons),5801,29
Eva,II M.Sc(M),51719,25
Bob,II M.Sc(M),12943,23
Eva,I M.Tech,33848,29
Alice,II M.Tech,11208,20
David,B.Sc(Hons),32975,26
Bob,II M.Tech,8655,26
Charlie,I M.Sc(M),45023,20
Eva,II M.Sc(M),85704,27
Eva,I M.Sc(M),93765,28
Eva,I M.Tech,80294,24
Charlie,I M.Tech,30402,22
Eva,B.Sc(Hons),84447,25
Alice,I M.Sc(M),9117,25
David,I M.Tech,40356,27
Alice,B.Sc(Hons),36860,28
Alice,I M.Sc(M),87798,29
David,I M.Tech,21570,23
Bob,II M.Tech,50925,27
David,II M.Tech,92018,22
Alice,I M.Sc(M),56748,24
Eva,I M.Tech,22326,28
Charlie,II M.Tech,24835,24
Alice,II M.Sc(M),60186,20
Bob,II M.Tech,24486,26
Alice,I M.Tech,59588,25
Bob,II M.Tech,45242,24
Alice,I M.Tech,91707,28
Bob,I M.Sc(M),61904,20
Bob,I M.Sc(M),28038,30
Alice,II M.Tech,56043,22
Alice,II M.Sc(M),36744,21
Bob,I M.Sc(M),73343,22
Bob,II M.Sc(M),51499,26
Bob,B.Sc(Hons),27689,20
Charlie,I M.Sc(M),93785,25
Charlie,B.Sc(Hons),91876,23
Bob,I M.Tech,74852,24
Charlie,I M.Sc(M),29259,25
David,II M.Tech,35894,20
Bob,II M.Tech,97691,20
Bob,II M.Tech,17181,20
Eva,B.Sc(Hons),63806,30
Bob,I M.Tech,48695,28
Bob,I M.Sc(M),59409,22
Charlie,II M.Tech,9526,22
Alice,II M.Sc(M),45335,29
Bob,B.Sc(Hons),80295,29
Alice,II M.Tech,28718,27
David,I M.Sc(M),8180,28
Eva,I M.Tech,82525,21
Alice,I M.Sc(M),89039,20
David,II M.Sc(M),12092,23
Bob,II M.Sc(M),61565,30
David,I M.Tech,51038,26
Bob,I M.Sc(M),16007,25
Charlie,I M.Tech,64134,25
Bob,I M.Tech,5776,21
Alice,II M.Sc(M),48031,28
Alice,II M.Tech,78239,25
Charlie,I M.Tech,57159,22
Eva,II M.Tech,69228,30
Charlie,I M.Sc(M),13271,28
Alice,B.Sc(Hons),48854,28
Eva,II M.Tech,49566,25
Bob,I M.Sc(M),36032,24
David,B.Sc(Hons),51513,25
David,II M.Tech,31865,26
Eva,I M.Sc(M),94493,30
Eva,II M.Tech,15236,27
Bob,II M.Tech,60896,22
Alice,II M.Tech,33527,22
Eva,II M.Tech,1423,29
Charlie,II M.Tech,3955,30
David,I M.Tech,31246,24
Charlie,II M.Sc(M),75463,22
Bob,I M.Sc(M),43007,25
David,I M.Sc(M),32499,28
David,B.Sc(Hons),71697,27
Alice,II M.Tech,40509,30
Alice,B.Sc(Hons),74153,20
Charlie,II M.Sc(M),47027,24
Eva,II M.Tech,29820,26
Charlie,II M.Sc(M),22149,26
Eva,I M.Sc(M),18522,21
Bob,I M.Tech,27879,20
Alice,I M.Tech,7145,24
Charlie,II M.Sc(M),23628,27
Alice,B.Sc(Hons),23874,30
Alice,II M.Tech,79144,22
Alice,II M.Sc(M),63262,30
Bob,B.Sc(Hons),11003,27
Bob,I M.Sc(M),17204,25
Charlie,II M.Tech,75019,25
Bob,II M.Tech,17045,27
David,I M.Tech,9171,27
Bob,II M.Sc(M),7631,26
Eva,I M.Tech,1977,30
Bob,I M.Tech,90627,25
Bob,B.Sc(Hons),69299,20
Charlie,I M.Tech,10303,21
Charlie,II M.Sc(M),25303,28
Bob,II M.Sc(M),85648,29
Eva,I M.Tech,79596,25
Charlie,II M.Sc(M),60891,26
Charlie,B.Sc(Hons),75426,24
David,II M.Tech,68185,29
David,B.Sc(Hons),256,25
Eva,I M.Tech,37541,21
Alice,I M.Sc(M),8631,26
Eva,I M.Tech,45448,28
Eva,I M.Sc(M),44287,25
Eva,II M.Tech,96658,28
David,II M.Tech,98310,26
David,I M.Tech,18719,24
Eva,II M.Tech,14797,21
Charlie,II M.Tech,74195,26
Charlie,I M.Tech,76798,20
David,I M.Tech,77418,23
David,I M.Tech,66263,30
David,II M.Sc(M),67325,21
David,II M.Sc(M),24686,29
Alice,I M.Tech,6791,26
Bob,B.Sc(Hons),23972,29
David,B.Sc(Hons),82076,26
Eva,B.Sc(Hons),38288,20
David,I M.Tech,76709,30
Alice,II M.Sc(M),3589,30
Bob,II M.Sc(M),61094,25
Bob,II M.Sc(M),54958,28
Alice,I M.Sc(M),16811,27
Charlie,I M.Sc(M),30778,25
David,II M.Tech,88364,23
David,II M.Tech,41457,27
Charlie,II M.Tech,47161,28
Eva,II M.Tech,89836,26
Alice,B.Sc(Hons),67346,24
David,B.Sc(Hons),36518,25
Bob,I M.Sc(M),50201,30
Alice,B.Sc(Hons),12147,28
Bob,II M.Sc(M),98354,25
Charlie,II M.Tech,39873,29
Alice,B.Sc(Hons),64299,21
Charlie,II M.Tech,83860,30
Bob,I M.Tech,78678,22
Alice,I M.Tech,95489,25
Bob,II M.Tech,37391,29
Eva,II M.Tech,15272,24
David,I M.Tech,49778,21
David,II M.Sc(M),87449,29
Bob,I M.Tech,31213,26
Alice,B.Sc(Hons),44333,25
Bob,II M.Tech,54630,23
Eva,I M.Sc(M),73634,23
Charlie,II M.Sc(M),49858,21
Charlie,B.Sc(Hons),44045,23
David,I M.Sc(M),86288,23
Eva,II M.Sc(M),95641,26
Charlie,II M.Tech,65526,23
Bob,B.Sc(Hons),98649,25
Eva,II M.Sc(M),51124,24
Bob,B.Sc(Hons),41822,26
Bob,II M.Tech,49471,23
David,II M.Sc(M),20425,25
Alice,II M.Tech,4923,25
Charlie,B.Sc(Hons),37052,30
Charlie,B.Sc(Hons),62039,28
Alice,B.Sc(Hons),46610,20
Eva,I M.Sc(M),90849,20
Alice,II M.Tech,79071,22
Charlie,II M.Sc(M),89251,24
Bob,I M.Sc(M),19776,30
Charlie,I M.Sc(M),78412,30
Bob,II M.Tech,26202,30
David,B.Sc(Hons),8592,30
Charlie,II M.Sc(M),77923,24
Alice,B.Sc(Hons),74498,28
Eva,II M.Sc(M),41402,24
David,II M.Tech,20004,28
David,II M.Tech,60862,26
David,I M.Sc(M),59528,25
Charlie,II M.Tech,19868,22
Bob,B.Sc(Hons),71283,23
Bob,I M.Sc(M),42761,27
Bob,I M.Tech,20039,21
Eva,II M.Tech,26731,30
Eva,II M.Tech,69752,29
David,I M.Sc(M),50613,23
Alice,II M.Tech,91615,22
David,II M.Tech,55769,23
David,II M.Tech,19820,23
Eva,I M.Sc(M),77276,29
Bob,B.Sc(Hons),88409,30
Bob,II M.Tech,29316,24
Eva,I M.Tech,78885,26
Alice,I M.Sc(M),36332,25
David,I M.Sc(M),71398,20
David,II M.Tech,67887,29
Eva,I M.Sc(M),15899,27
Eva,I M.Sc(M),67893,28
Eva,I M.Tech,46054,30
Alice,B.Sc(Hons),26342,23
Alice,II M.Tech,69943,28
Alice,II M.Sc(M),47823,20
Charlie,I M.Tech,14074,29
Eva,I M.Sc(M),33503,21
Eva,B.Sc(Hons),63862,26
Alice,II M.Sc(M),46895,26
Alice,I M.Tech,67306,21
Bob,II M.Sc(M),75154,27
Eva,II M.Sc(M),98625,25
Alice,I M.Tech,34504,24
David,B.Sc(Hons),60075,22
Bob,II M.Sc(M),26973,25
Alice,II M.Tech,20646,26
Eva,B.Sc(Hons),15113,29
Alice,II M.Tech,63726,29
Charlie,B.Sc(Hons),86950,25
Charlie,II M.Tech,85153,27
David,B.Sc(Hons),62842,22
Charlie,I M.Tech,74546,23
David,I M.Tech,55535,30
Eva,II M.Sc(M),14512,26
Bob,B.Sc(Hons),31822,20
Alice,I M.Sc(M),82332,23
Alice,I M.Sc(M),29612,30
Alice,II M.Sc(M),81957,25
Eva,I M.Sc(M),15424,27
Charlie,I M.Tech,37450,22
Bob,II M.Sc(M),75006,22
Charlie,I M.Tech,92376,27
Alice,II M.Tech,93095,24
Charlie,II M.Tech,12668,24
Alice,B.Sc(Hons),7869,22
Bob,I M.Tech,78298,28
David,II M.Tech,28578,29
Alice,B.Sc(Hons),25103,24
Alice,II M.Tech,13501,30
Eva,II M.Sc(M),76324,21
Charlie,I M.Tech,21112,28
Eva,B.Sc(Hons),58,23
Bob,II M.Sc(M),50619,27
Alice,II M.Tech,4555,27
Eva,II M.Tech,46562,28
Alice,II M.Sc(M),66054,21
Charlie,B.Sc(Hons),32084,23
Alice,II M.Sc(M),39796,20
Eva,II M.Tech,8944,21
Bob,B.Sc(Hons),87408,26
Bob,I M.Sc(M),9065,25
Bob,II M.Tech,24413,23
Eva,II M.Sc(M),16843,24
Bob,B.Sc(Hons),3634,25
Alice,I M.Sc(M),95071,25
Bob,B.Sc(Hons),42044,25
Bob,II M.Sc(M),30890,22
Charlie,II M.Sc(M),65264,25
Eva,I M.Sc(M),20934,29
Charlie,I M.Tech,25246,25
Alice,B.Sc(Hons),95174,25
Bob,II M.Sc(M),16570,20
Eva,II M.Sc(M),36944,26
Charlie,II M.Sc(M),27222,22
Bob,II M.Sc(M),34435,22
Eva,II M.Sc(M),94493,24
Eva,I M.Tech,83753,23
Eva,I M.Sc(M),17800,27
Eva,I M.Sc(M),29505,24
Charlie,II M.Tech,58477,20
Eva,B.Sc(Hons),51419,25
Alice,I M.Tech,6518,26
Eva,I M.Tech,95867,20
Alice,I M.Tech,36674,24
Charlie,I M.Tech,7457,21
Eva,B.Sc(Hons),13497,27
Alice,II M.Tech,22558,22
Bob,I M.Tech,39549,29
Alice,II M.Tech,20679,23
Alice,I M.Sc(M),20314,25
David,I M.Sc(M),91892,28
David,B.Sc(Hons),65943,28
Charlie,I M.Sc(M),3903,22
Bob,II M.Tech,94593,29
Charlie,I M.Tech,59700,28
Charlie,II M.Sc(M),82384,26
Alice,II M.Sc(M),49293,22
Charlie,I M.Tech,45964,29
Charlie,I M.Sc(M),5626,26
Eva,I M.Sc(M),15005,26
Eva,II M.Sc(M),95912,23
Alice,I M.Tech,98331,23
David,I M.Sc(M),73456,27
Bob,II M.Sc(M),20247,26
Charlie,I M.Sc(M),65781,22
Eva,I M.Tech,17097,25
Bob,I M.Sc(M),4729,25
Alice,B.Sc(Hons),57492,29
Eva,I M.Tech,74944,21
Bob,B.Sc(Hons),44904,24
Eva,II M.Tech,73283,29
Alice,II M.Tech,30357,25
Charlie,I M.Tech,6131,30
Bob,B.Sc(Hons),2415,24
David,I M.Tech,68075,30
Charlie,II M.Tech,88762,21
Eva,I M.Tech,83325,30
Bob,II M.Tech,4935,24
Eva,II M.Tech,91687,22
David,II M.Sc(M),39420,25
Alice,I M.Tech,51619,22
Charlie,B.Sc(Hons),95338,26
David,B.Sc(Hons),45929,26
Charlie,II M.Tech,51871,28
Eva,II M.Sc(M),54213,27
David,II M.Tech,91695,21
Charlie,I M.Sc(M),9026,20
David,I M.Sc(M),46816,20
Charlie,II M.Tech,96269,24
Charlie,I M.Tech,68758,23
Eva,B.Sc(Hons),98949,24
Charlie,II M.Tech,34505,27
Bob,II M.Tech,83725,23
Charlie,I M.Tech,26184,27
Charlie,I M.Sc(M),28315,27
Alice,II M.Sc(M),65931,25
David,I M.Tech,52645,23
David,I M.Tech,31707,26
Charlie,II M.Sc(M),51150,23
Eva,II M.Tech,22536,24
Eva,B.Sc(Hons),69931,29
Bob,II M.Sc(M),43127,29
Bob,I M.Sc(M),50370,22
Eva,I M.Tech,14465,29
Charlie,I M.Sc(M),64564,27
Alice,II M.Sc(M),59795,23
Alice,I M.Tech,89801,20
Eva,B.Sc(Hons),83564,25
Charlie,II M.Sc(M),26834,30
Alice,I M.Tech,35768,24
Charlie,I M.Sc(M),43466,30
Bob,I M.Sc(M),41830,30
Alice,II M.Tech,66502,30
Alice,II M.Sc(M),64263,28
Charlie,II M.Sc(M),51515,23
Alice,II M.Tech,53744,26
Bob,I M.Sc(M),1305,21
Alice,B.Sc(Hons),52091,30
Bob,II M.Sc(M),40256,20
Alice,I M.Tech,1620,26
Eva,I M.Sc(M),24592,22
David,II M.Sc(M),65219,22
Eva,II M.Tech,55962,27
Bob,B.Sc(Hons),32356,29
David,II M.Tech,32159,24
David,II M.Sc(M),68840,23
David,II M.Sc(M),22386,26
Alice,I M.Sc(M),39688,24
Charlie,II M.Tech,83990,24
Eva,I M.Sc(M),51067,23
Alice,I M.Tech,14096,28
David,I M.Tech,7593,22
Alice,II M.Tech,23935,22
Bob,B.Sc(Hons),49204,23
Alice,I M.Sc(M),81009,25
Alice,I M.Sc(M),66448,23
Eva,II M.Tech,37282,23
Eva,I M.Sc(M),53391,24
David,I M.Sc(M),71229,26
Charlie,I M.Tech,56982,27
Eva,B.Sc(Hons),16510,30
Charlie,II M.Tech,95575,28
Charlie,II M.Tech,47335,20
Eva,I M.Tech,7184,22
Eva,B.Sc(Hons),5022,27
Bob,B.Sc(Hons),34296,23
Bob,I M.Sc(M),72490,26
Eva,II M.Sc(M),33928,23
Eva,I M.Sc(M),29840,30
Alice,B.Sc(Hons),56026,30
David,I M.Sc(M),25982,29
Eva,I M.Sc(M),97499,20
Charlie,I M.Sc(M),65884,27
Eva,II M.Tech,94847,27
David,B.Sc(Hons),44710,28
Charlie,I M.Tech,44465,25
David,I M.Sc(M),12142,20
Eva,B.Sc(Hons),64859,28
David,I M.Tech,75475,24
David,II M.Tech,75688,27
Bob,I M.Sc(M),80361,30
Bob,I M.Sc(M),11351,30
Eva,I M.Sc(M),92051,30
Charlie,B.Sc(Hons),40695,21
Alice,I M.Sc(M),34511,30
Charlie,B.Sc(Hons),23055,28
Bob,B.Sc(Hons),7564,30
David,II M.Sc(M),65070,22
Charlie,II M.Tech,6145,27
Charlie,I M.Sc(M),63579,25
Charlie,II M.Sc(M),13963,28
Alice,II M.Sc(M),41737,22
Bob,II M.Sc(M),56144,22
Eva,II M.Tech,86980,28
David,II M.Tech,78220,24
David,II M.Tech,7395,23
Bob,B.Sc(Hons),99331,26
Eva,I M.Tech,89726,22
Bob,II M.Sc(M),73920,22
Alice,B.Sc(Hons),69330,23
Alice,II M.Sc(M),47728,23
Alice,I M.Sc(M),72296,20
Charlie,B.Sc(Hons),43465,25
